Vdr_Id	bare_rock	broadleaved_forest	coniferous_forest	glaciers	inland_water	inland_wetlands	mixed_forest	vegetation	altitude	Illies ecoreg	catch_area(m2)	LN	HCL	ref-P	mean temperature year	mean temperature coldest month	mean temperature warmest month	temperature sample month	precipitation sample month	precipitation year	slope	B_Fin_detritus	B_Fin_död_ved	B_Fin_sten_dom_typ	B_Fina_block_dom_typ	B_Finsediment_dom_typ	B_Flytbladsväxter_före_klass	B_Grov_detritus	B_Grov_död_ved	B_Grov_sten_dom_typ	B_Grova_block_dom_typ	B_Grus_dom_typ	B_Häll_dom_typ	B_Mossa_före_klass	B_Påväxtalger_före_klass	B_Rosettväxter_före_klass	B_Sand_dom_typ	B_Slingeväxter_före_klass	B_Övervattenväxter_före_klass	N_Barrskog	N_Blandskog	N_Hed	N_Häll_blockmark	N_Kalfjäll	N_Lövskog	N_Myr_våtmark	N_Äng	Alk_Acid	Abs_F
437	0	0,0009211	0,00074886	0	0	0	0,00133482	0	3	14	33712473,8	S	below HCL	23,45	9,34916667	2,22	15,91	7,76	77,36	679,21	3,84798658	2	0	2	2	2	1	3	0	2	0	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	5,735	0,075
438	0	0,00066366	0	0	0,000272	0	0	0	0	14	36727956,3	S	below HCL	20,8	9,59666667	2,38	16,21	7,79	63,72	601,07	1,06143724	2	0	0	0	2	0	2	0	0	0	2	0	0	0	0	3	1	2	0	0	0	0	0	0	0	3	6,15	0,042
439	0	0,06928143	0,48864573	0	0,01403111	0,04370274	0,06875485	0	223	14	75100954,2	S	above HCL	15,87	7,04333333	-0,55	14,07	5,32	91,06	877,09	6,39703249	0	1	2	2	0	0	2	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0,203	0,504
441	0	0,13842624	0,46909057	0	0,03031889	0,00106086	0,12694049	0	190	14	45872765,6	S	above HCL	15,11	7,455	0,11	14,41	5,72	72,66	688,98	5,59189437	2	1	0	0	2	0	2	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1,791	0,112
442	0	0,16152238	0,36214491	0	0,09333722	0,00523381	0,11428074	0	167	14	214470983	S	above HCL	17,54	7,39	-0,16	14,33	5,61	81,49	731,08	9,68876478	0	1	1	2	0	0	2	1	2	1	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0,988	0,257
443	0	0,04438617	0,53204119	0	0,11324765	0,00054525	0,07098826	0	253	14	45850841,9	S	above HCL	12,08	7,22833333	-0,34	14,26	5,41	91,97	842,19	5,76223374	0	2	1	2	0	0	2	1	1	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0,266	0,223
444	0	0,16662774	0,16746908	0	1,8226e-5	0	0,05414527	0	102	14	31419694,5	S	below HCL	18,3	7,81416667	0,55	14,72	6,14	65,69	674,71	14,5188307	0	1	1	2	0	0	2	1	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1,738	0,153
445	0,00018337	0,05958861	0,36685922	0	0	0,00069645	0,10535516	0	4	14	54540392,3	S	below HCL	19,51	8,86333333	1,38	15,76	11,88	77,98	579,89	2,29476557	0	1	2	1	2	0	2	0	1	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0,804	0,107
451	0	0,04682726	0,64539218	0	0,00219867	0,03542008	0,08870102	0	122	14	30416088,8	S	above HCL	15,27	8,05833333	0,53	15	6,02	83,27	904,17	3,48859549	0	1	2	1	0	0	1	1	2	0	2	0	0	1	0	2	0	1	1	0	0	0	0	3	1	0	-0,013	0,567
452	0	0,11975949	0,56884765	0	0,02478087	0,08559956	0,07853167	0	94	14	43430682,1	S	above HCL	18,64	8,1475	0,71	14,98	6,15	75,7	945,56	3,40494232	1	1	2	2	0	0	1	1	2	3	1	1	2	1	0	1	0	1	0	0	0	0	0	2	0	3	0,091	0,731
454	0	0,00898859	0,49550102	0	0,13969629	0,06486187	0,14323497	0	246	22	75854763,1	N	above HCL	6,94	4,7825	-4,29	14,04	6,82	124,89	1046,56	5,04666916	0	0	0	2	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0,109	0,091
455	0	0,0208675	0,56712699	0	0,01514091	0,1398891	0,12737217	0	248	22	58574760,8	N	above HCL	10,48	4,99166667	-3,88	13,67	7	116,78	960,39	3,87807175	1	0	1	1	0	0	1	0	3	0	1	0	0	0	0	1	0	0	2	0	1	1	0	1	0	0	-0,005	0,34
456	0	0,02216065	0,50701333	0	0,09557431	0,02450793	0,21633714	0	228	22	23607285,3	N	above HCL	8,27	5,055	-4,08	14,09	7,05	119,92	981,92	2,77619797	1	2	1	1	0	0	2	2	3	1	1	0	0	0	0	1	0	0	3	0	0	1	0	1	1	0	0,111	0,126
457	0	0,00154368	0,65224872	0	0,03335756	0,07718978	0,09763087	0	171	22	81259505,4	N	below HCL	10,02	4,88833333	-4,28	14,13	6,99	105,94	971,42	4,64784245	0	1	2	0	0	0	1	1	1	0	2	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0,09	0,22
458	0	0,06188806	0,49571391	0	0,09950005	0,0047909	0,14623208	0	24	14	31862659,8	S	below HCL	17,49	7,78583333	-0,42	15,76	6,78	151,26	793,34	6,6972489	1	1	3	2	0	0	2	1	2	1	2	0	2	0	0	1	0	1	0	3	0	0	0	0	0	1	0,671	0,189
459	0	0,04201238	0,40397272	0	0,00542494	0,01262012	0,11078141	0	21	14	32837102,5	S	below HCL	25,52	7,9375	-0,36	15,85	6,99	144,11	744,86	8,44135556	1	1	3	2	0	0	1	1	1	0	2	1	2	0	0	1	0	0	0	0	0	2	0	3	0	0	0,631	0,531
460	0	0,09376197	0,53538411	0	0,0483014	0,09265757	0,06223618	0	142	14	121742782	S	above HCL	14,18	8,06666667	0,63	15	10,28	139,33	984,67	5,76196339	1	1	2	2	0	0	1	1	2	2	2	0	2	2	0	2	0	0	0	3	0	0	0	0	0	0	0,112	0,405
461	0	0,10319031	0,58824473	0	0,03608918	0,07234373	0,06228443	0	123	14	27345456,1	S	above HCL	17,42	7,9575	0,57	14,81	10,21	134,46	999,92	8,24497072	0	1	1	2	0	0	2	0	2	1	1	0	1	2	0	2	0	0	0	3	0	0	0	0	0	0	0,146	0,623
462	0	0,05070242	0,53012323	0	0,06486435	0,0727849	0,10336079	0	123	14	102610871	S	above HCL	17,36	8,11916667	0,54	15,09	6,06	84,28	904,46	5,63108486	0	1	1	2	3	0	3	0	2	2	1	0	1	1	0	2	0	0	0	2	0	0	0	3	0	0	-0,038	0,704
465	0	0,03096837	0,62575378	0	0	0,0026967	0,06544607	0	4	14	23742592,9	S	below HCL	26,46	8,00666667	0,29	15,61	10,63	146,2	816,62	9,14673015	1	1	2	0	1	1	1	0	1	0	2	0	1	0	1	1	1	0	0	0	1	0	0	3	0	0	0,309	0,638
466	0	0,03338479	0,59811106	0	0,15320713	0,00301481	0,09547014	0	3	14	15962866,3	S	below HCL	15,78	8,19083333	0,34	15,82	10,94	137,47	770,54	7,54200844	2	1	2	0	2	0	2	1	1	0	3	0	1	0	1	2	0	1	0	0	1	0	0	3	0	0	0,395	0,105
467	0	0,12610654	0,58545685	0	0,05580482	0,01246183	0,0471474	0	128	14	26185013,5	S	above HCL	10,58	8,18583333	0,76	15,17	6,34	138,09	1253,34	4,92974545	0	2	1	2	0	0	1	1	2	2	1	0	1	0	0	1	2	0	0	0	0	0	0	3	0	1	0,136	0,154
468	0	0,04256898	0,60575906	0	0,0127383	0,10523907	0,03200105	0	150	14	50242172,9	S	above HCL	14,1	7,99833333	0,61	15,02	6,2	138,5	1238,3	3,58940595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0,011	0,551
469	0	0,0603715	0,57177682	0	0,04656325	0,02827096	0,093164	0	97	14	18218003,9	S	above HCL	11,64	8,31416667	0,62	15,01	11	121,88	787,09	3,06252385	0	1	2	2	0	0	1	0	2	1	2	0	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0,168	0,153
470	0	0,06537063	0,4905707	0	0,00203956	0,00497425	0,11270509	0	71	14	55163496,3	S	below HCL	12,57	8,245	0,34	15,35	6,52	118,87	677,85	4,89981291	0	2	2	2	0	0	2	2	2	2	2	0	2	0	0	2	1	2	0	0	0	0	0	2	0	0	0,258	0,126
471	0	0,05318356	0,50068848	0	0	0,00586593	0,11456451	0	39	14	43546095,9	S	below HCL	16,04	8,46166667	0,5	15,55	11	84,48	621,43	2,64900235	0	1	2	2	0	0	2	1	3	2	2	0	3	2	0	1	0	1	0	3	0	0	0	2	0	0	0,748	0,124
472	0	0,18649997	0,49860711	0	0,02950705	0,01724796	0,11938674	0	92	14	24932474,4	S	above HCL	16,94	8,31	0,66	15,19	6,87	129,17	703,35	5,90234792	0	1	1	3	0	0	3	0	2	2	2	0	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0,222	0,335
473	0	0,12357996	0,54518568	0	0,06924013	0,01434908	0,03806878	0	158	14	74207329,3	S	above HCL	9,47	7,91416667	0,55	14,91	6,09	130,91	1223,13	3,12845238	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0,181	0,107
474	0	0,09616116	0,28083518	0	0,09923209	0,01551986	0,09908449	0	22	14	59203074	S	below HCL	16,34	7,61666667	-0,85	15,63	6,47	144,12	732,84	9,99103773	3	2	0	1	2	0	2	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1,057	0,092
475	0	0,0551544	0,48559808	0	0,03688489	0,01217032	0,08773382	0	26	14	95727756,5	S	below HCL	17,4	7,72083333	-0,7	15,68	6,67	148,16	761,86	9,44646354	1	2	2	2	0	0	2	2	2	2	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0,434	0,205
476	0	0,02974541	0,4597037	0	0	0,00020784	0,08338513	0	2	14	57139432,9	S	below HCL	20,37	8,70416667	0,74	15,86	11,19	71,13	532,97	2,75509214	1	2	2	2	2	0	3	2	2	1	1	0	2	1	1	1	0	0	0	2	0	0	0	0	0	0	1,455	0,101
477	1,06894e-6	0,06746143	0,50103428	0	0,04716165	0,00773852	0,15182183	0	65	14	124064632	S	below HCL	12,8	8,16916667	0,18	15,53	6,21	115,48	647,43	2,64068677	0	0	2	2	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0,227	0,128
481	0	0,01168055	0,58492899	0	0,09361913	0,07307428	0,11092234	0	214	22	81066494,9	N	below HCL	10,06	4,83	-4,33	13,98	6,88	110,94	1017,25	3,88087345	1	1	2	0	0	1	2	1	1	0	2	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0,08	0,263
482	0	0,0300193	0,38945784	0	0,13429096	0	0,10158289	0	4	14	23667857,2	S	below HCL	15,22	7,96916667	-0,85	16,02	10,5	93,61	668,4	3,36954	2	1	2	1	2	0	2	0	2	0	2	0	1	0	0	2	0	0	0	0	0	0	0	3	2	0	1,839	0,048
483	0	0,01841327	0,24345742	0	0,00538109	0,00106004	0,04701874	0	9	14	77244051,6	S	below HCL	23,82	7,68583333	-1,24	15,92	6,21	124,55	680,09	3,20110273	3	2	1	0	3	0	2	2	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	2,378	0,137
484	0	0,02177836	0,45599523	0	0,00245502	0,00122751	0,07184727	0	5	14	21895671,7	S	below HCL	19,39	7,80833333	-1,08	16,03	6,37	120,62	663,87	1,66847973	0	2	2	2	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0,928	0,06
485	0	0,08262563	0,54934956	0	0,01577493	0,07316077	0,06071387	0	61	14	66008372,7	S	below HCL	15,72	8,72583333	1,53	15,66	7,05	154,67	1219,17	3,46720346	0	2	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0,152	0,356
487	0	0,04161004	0,69740959	0	0,03306188	0,04650987	0,12444725	0	159	22	28393728	N	below HCL	14,57	5,445	-3,22	13,82	7,39	113,31	866,25	9,47264453	1	0	2	1	0	0	3	1	2	1	1	0	2	0	0	2	0	0	0	3	1	1	0	0	0	0	0,226	0,396
488	0	0,03266676	0,63624855	0	0,00941968	0,01152208	0,07957593	0	60	22	53213045,2	N	below HCL	17,09	6,60166667	-2,05	14,86	8,54	102,04	777,08	3,47825804	1	0	0	0	3	2	2	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0,511	0,293
489	0	0,00451518	0,00368777	0	0	0	0,00964782	0	37	14	16778410,3	S	above HCL	14,87	8,94833333	1,54	15,33	7,35	82,95	764,46	3,6746342	0	1	2	2	0	0	2	0	2	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	3,835	0,031
490	0	0,00989928	0,00329832	0	0	0	0,01536829	0	6	14	30697456,5	S	below HCL	18,54	9,10833333	1,73	15,54	7,55	73,73	679,07	4,65260497	0	1	2	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4,046	0,039
491	0,00171564	0,0023707	0,6083173	0	0,18433154	0,05976668	0,03084532	0,04631446	5	14	40072496,3	S	below HCL	11,82	8,625	1,5	16,28	7,49	101,16	621,18	4,77925847	1	1	3	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2,128	0,018
492	0	0,25322196	0,04439618	0	0	0,00104879	0,10191723	0	9	14	17877787,3	S	below HCL	19,23	9,2225	1,92	15,73	7,82	73,06	664,73	8,57093809	0	2	3	2	0	0	2	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2,826	0,068
493	0	0,23820009	0,19698122	0	0,00034715	0,00084117	0,08805299	0,02443637	5	14	46810039,8	S	below HCL	21,56	9,18166667	1,87	15,65	7,6	68,07	639,31	3,20104284	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	2	2,243	0,118
494	0	0,01147639	0,54742418	0	0,07261248	0,0085323	0,13346084	0	14	14	14210711,8	S	below HCL	20,05	7,71166667	-0,28	15,46	6,79	156,93	830,41	5,22088507	2	1	2	0	3	0	1	0	1	0	2	0	1	2	1	2	1	2	0	0	0	0	0	2	0	3	0,282	0,385
495	0	0,04635343	0,32026016	0	0,13814372	0,02093557	0,07913047	0	11	14	113717620	S	below HCL	17,51	7,7325	-0,42	15,66	6,7	145,67	778,81	4,8263041	1	1	2	1	0	1	1	0	1	0	2	0	0	1	1	1	1	2	1	0	2	0	0	2	0	0	0,872	0,131
496	0	0,06307494	0,02603098	0	0	0,00120823	0,06067013	0	15	14	13966695,9	S	below HCL	17,28	9,22	1,94	15,72	7,63	72,98	678,86	16,0099304	0	2	2	2	0	0	2	0	3	2	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1,671	0,077
497	0	0,22930481	0,19676927	0	0,00076674	0,00121776	0,09856011	0,00187219	6	14	152431753	S	below HCL	23,94	8,80166667	1,47	15,34	7,19	72,74	695,27	8,45350308	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3	2,017	0,181
498	0	0,09914869	0,156816	0	0,02637589	0,0081435	0,07291853	0	4	14	27631610,6	S	below HCL	21,57	8,03833333	-0,83	16,13	10,5	95,19	663	3,24060064	3	2	2	1	2	0	2	1	1	1	1	1	1	0	0	2	0	0	0	0	0	0	0	3	0	0	4,282	0,081
499	0	0,0113776	0,00048857	0	0	0	0,00054964	0	37	14	20467766	S	above HCL	17,86	9,17583333	1,91	15,64	11,19	77,23	844,42	5,88034996	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3,44	0,06
500	0	0,24097861	0,10561507	0	0,00259381	0	0,05978153	0,02327645	30	14	23613876,1	S	above HCL	24,76	8,8	1,47	15,23	7,11	79,57	749,46	1,86616038	2	2	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	3,683	0,143
501	0	0,0025823	0,00035997	0	0,00023256	0	0,00111918	0	8	14	43000142,6	S	below HCL	17,71	9,34166667	1,99	15,88	7,31	60,58	710,76	10,2135563	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5,565	0,031
503	0	0,10990297	0,12943993	0	0	0,00160128	0,04243628	0	23	14	24199359,9	S	below HCL	16,49	9,19916667	1,97	15,63	7,26	65,33	861,31	5,54676418	1	1	2	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2,286	0,052
504	0	0,02285647	0,44259656	0	0,06492524	0,08624568	0,18805187	0	257	22	40228960,3	N	above HCL	8,79	4,2	-5,23	13,51	6,6	116,58	866,57	6,09883706	3	1	2	0	0	0	2	0	1	0	1	0	2	3	1	1	0	0	1	2	0	0	0	3	0	0	0,262	0,123
506	0	0,01220918	0,4901297	0	0,03809488	0,03038099	0,20484283	0	175	22	50745009,3	N	below HCL	10,48	4,56583333	-5,23	14,22	6,87	115,59	871,97	9,19712464	1	1	3	0	0	0	1	0	1	0	2	0	0	1	0	1	0	0	2	3	0	0	0	3	0	0	0,386	0,118
507	0	0,02263611	0,55886364	0	0,02083537	0,02533758	0,21140536	0	106	22	68693300,1	N	below HCL	11,85	4,3575	-6,4	14,54	6,58	124,88	943,78	7,45815442	1	1	1	2	0	0	1	0	2	2	1	0	1	1	0	0	1	0	1	3	0	0	0	2	0	1	0,455	0,126
508	0	0,0207149	0,50510924	0	0,05362741	0,04979857	0,25012149	0	213	22	170450473	N	below HCL	8,76	3,57083333	-6,78	13,61	5,82	141,2	1042,82	5,9631408	1	0	2	0	0	0	1	0	3	0	1	0	0	1	0	1	0	0	3	2	0	0	0	1	0	0	0,205	0,112
509	0,00013918	0,02940146	0,4613817	0	0,00514446	0,04697911	0,28144293	0	132	22	121244270	N	below HCL	10,53	4,57583333	-5,33	14,26	6,89	118,75	898,21	6,78024931	1	1	3	0	0	0	1	1	1	1	2	0	1	1	1	1	1	0	2	2	0	0	0	1	0	0	0,996	0,055
510	0	0,0162101	0,60265623	0	0,08357492	0,03864135	0,14805347	0	70	22	54950696,6	N	below HCL	13,11	5,01916667	-4,24	14,54	7,25	175,82	1082,72	5,96999552	2	1	3	0	0	0	1	0	1	0	1	0	1	1	0	2	0	0	0	0	0	0	0	3	0	1	0,153	0,25
511	0	0,04598823	0,55513645	0	0,0304698	0,02380578	0,20989343	0	13	22	33844984,5	N	below HCL	16,6	5,51666667	-3,5	14,98	7,58	174,64	1020,76	14,3904313	1	2	3	0	1	0	1	2	0	0	2	0	1	1	0	1	0	0	2	0	0	0	0	2	0	0	0,451	0,187
512	0	0,01536133	0,53789855	0	0,07547299	0,0152329	0,19079164	0	75	22	10500322,4	N	below HCL	8,37	4,55083333	-5,16	14,28	6,84	166,42	1067,96	30,0473653	1	1	3	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0,091	0,084
513	0	0,00744119	0,56063318	0	0,02956743	0,0649985	0,16948929	0	211	22	43191434,3	N	below HCL	9,48	3,1375	-7,18	13,19	5,43	145,13	1037,51	9,17909733	1	1	3	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	2	3	0	0	0	2	0	0	0,192	0,155
514	0	0,02576735	0,50192851	0	0,00845336	0,04399298	0,24040755	0	25	22	69868641,8	N	below HCL	12,59	3,68	-6,47	13,7	5,88	155,89	1044,92	7,84412667	1	1	3	0	1	0	2	3	0	0	2	0	0	1	0	1	0	0	2	3	0	0	0	3	0	2	0,252	0,14
515	0	0,07021636	0,41584573	0	0,03239285	0,01878322	0,25288197	0	101	22	35617425,8	N	below HCL	10,45	4,47166667	-5,45	14,67	6,78	145,93	1024,36	8,00269087	1	1	2	1	0	0	1	0	3	0	1	0	1	2	0	0	0	0	3	3	0	0	0	2	0	0	0,13	0,158
516	0	0,02128652	0,52491831	0	0,02362853	0,0607872	0,17752551	0	266	22	53484079,2	N	above HCL	9,61	3,46333333	-5,82	12,87	5,54	149,54	1048,81	7,21847999	1	2	3	1	0	0	1	1	1	0	2	0	3	1	0	1	0	0	3	3	0	0	0	2	0	0	0,289	0,153
517	0	0,02922758	0,43204059	0	0,16921855	0,03925648	0,23700754	0	215	22	35527281,4	N	below HCL	8,33	3,94333333	-6,07	13,86	6,16	159,01	1052,81	8,443965	1	1	2	0	0	0	1	0	3	0	1	0	2	1	0	1	0	0	0	0	0	0	0	3	0	0	0,127	0,116
518	0	0,04317063	0,49858959	0	0,00784824	0,07874491	0,26567232	0	160	22	43003264,4	N	below HCL	12,03	4,1775	-5,66	14,06	6,36	167,53	1071,08	5,53036315	1	1	2	1	1	0	1	0	3	1	2	1	2	1	0	1	0	0	0	0	0	0	0	2	0	2	0,194	0,272
519	0	0,02064355	0,4326251	0	0,08270881	0,08913113	0,24478171	0	77	22	40571556,7	N	below HCL	13,71	4,52166667	-4,76	14,32	6,78	181,51	1127,26	21,3045537	0	0	3	0	0	0	0	0	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	2	0	1	0,091	0,34
520	0	0,01698988	0,55855964	0	0,05164912	0,04008705	0,2492344	0	238	22	40223340,6	N	below HCL	8,37	3,37166667	-6,51	13,38	5,64	163,13	1089,03	17,1168491	1	1	3	0	0	0	1	0	0	0	2	0	1	1	0	1	0	0	3	3	0	0	0	2	0	0	0,157	0,122
521	0	0,02843076	0,48436329	0	0,03938589	0,0460773	0,21092469	0	156	22	154433462	N	below HCL	11,78	4,15666667	-6,39	14,19	6,33	125,88	963,76	4,48305972	0	0	2	3	0	0	0	0	3	2	1	0	1	1	0	1	1	0	2	2	0	0	0	2	0	0	0,223	0,211
522	0	0,03375786	0,43395493	0	0,17172838	0,00525828	0,12277912	0	190	22	29809845	N	below HCL	8,68	3,83916667	-5,93	14,59	6,01	100,11	1040,43	8,82466243	1	1	1	0	2	0	2	2	0	0	3	0	1	1	1	3	2	0	1	3	0	0	0	2	0	0	0,253	0,093
524	0	0,04801728	0,49332658	0	0,03518909	0,02635239	0,16125565	0	93	22	52113586,8	N	below HCL	11,51	4,45833333	-4,65	14,79	6,84	118,38	1166,47	15,1302898	1	1	1	2	1	0	1	1	2	2	1	1	1	1	0	1	0	0	1	3	0	0	0	3	1	0	0,078	0,237
525	0	0,03630554	0,54024753	0	0,03893004	0,00666927	0,20590709	0	179	22	55548362,1	N	below HCL	9,8	3,92416667	-5,59	14,46	6,23	104,85	1076,75	6,76422886	1	1	3	1	0	0	1	0	2	0	2	0	2	1	0	1	1	0	2	3	0	0	0	3	0	0	0,109	0,196
526	0	0,01344413	0,4562025	0	0,04716637	0,11903934	0,10467612	0	245	22	38780579,8	N	below HCL	8,06	3,24833333	-7,35	14,29	5,5	100,71	1044,83	5,15464225	1	1	0	0	2	0	1	1	0	0	1	0	1	2	0	3	2	0	2	3	0	0	0	2	1	0	0,116	0,136
529	0	0,00323278	0,48155748	0	0,02398809	0,19324964	0,08504358	0	198	22	41452856,6	N	below HCL	12,55	3,57	-7,2	14,59	5,82	98,55	973,4	7,52616477	1	2	2	3	0	0	1	0	3	1	1	0	2	1	0	1	0	0	2	3	0	0	0	2	0	0	0,086	0,435
530	0	0,15024414	0,44369796	0	0,00267083	0,04671047	0,13308772	0	66	14	63182493,6	S	above HCL	21,34	8,425	1,01	15,2	2,32	71,12	873,62	8,27855453	0	2	2	3	0	0	2	0	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0,198	0,727
531	0	0,01534745	0,40306669	0	0,07334198	0,14605214	0,2123259	0	266	22	84671832	N	above HCL	7,92	4,11	-5,18	13,51	6,49	115,81	855,16	4,34448801	1	1	3	1	0	0	1	0	1	0	2	0	1	2	0	1	0	0	2	0	0	0	0	1	1	2	0,188	0,102
532	0	0,0092462	0,56410317	0	0,03190986	0,12452342	0,16474108	0	209	22	89749725,4	N	below HCL	10,89	4,095	-6,16	14,38	6,29	122,86	970,56	9,94066647	3	2	2	1	1	0	1	0	3	1	1	0	2	2	0	1	0	0	2	3	0	2	0	2	0	1	0,067	0,345
533	0	0,00445031	0,58921967	0	0,02240426	0,05327462	0,14445591	0	288	22	28649686,5	N	above HCL	11,09	3,8125	-5,07	12,9	6,15	111,42	875,42	4,16883982	2	0	1	3	0	0	2	1	1	3	1	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0,76	0,122
534	0	0,00129804	0,60802812	0	0,10053469	0,04012931	0,08994451	0	324	22	71742877,1	N	above HCL	7,52	3,74416667	-4,95	12,72	6,08	111,09	852,2	3,17666074	2	2	1	3	0	0	2	1	3	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0,199	0,093
535	0	0,01538005	0,44730236	0	0,04032309	0,18022943	0,15950196	0,00088868	253	22	128701846	N	above HCL	14,57	4,11583333	-4,38	13,33	6,24	100,1	880,19	7,10377377	1	1	2	2	0	0	2	1	2	1	1	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	1,891	0,14
536	0	0,08606865	0,4038501	0	0,0147715	0,00090103	0,10913172	0	3	14	60364792,3	S	below HCL	18,78	8,525	1,49	15,7	2,62	134,09	1117,73	6,83865933	1	1	2	2	1	0	1	0	2	1	2	0	1	0	0	2	0	0	1	0	0	0	0	3	0	0	0,326	0,292
537	0	0,07119874	0,66600372	0	0,00245961	0,04149248	0,02491028	0	218	14	23377712	S	above HCL	13,3	7,12166667	-0,37	14,19	9,35	132,74	942,79	2,75689675	2	1	0	0	1	0	3	0	0	0	3	0	0	0	0	2	3	3	3	0	0	0	0	0	0	0	0,097	0,417
538	0	0,04920072	0,42974816	0	0,06497267	0,00481449	0,09839805	0	18	14	67899367,9	S	below HCL	15,96	7,255	-1,71	15,42	5,9	118,25	689,62	5,30580751	1	1	2	2	0	0	2	0	2	1	2	0	2	0	0	1	0	0	0	0	0	0	0	2	0	3	1,474	0,071
539	0	0,04025615	0,52437172	0	0,03711653	0,00411088	0,09472639	0	15	14	15812952,7	S	below HCL	22,98	7,5425	-1,27	15,6	6,3	117,66	697,58	4,68783118	1	2	2	2	1	0	2	0	2	2	2	0	3	0	0	1	0	1	0	0	0	0	0	3	0	2	0,754	0,292
540	0	0,03609565	0,38674854	0	0,01303571	0,00563243	0,10311085	0	13	14	30687385,6	S	below HCL	26,65	7,45333333	-1,46	15,56	6,19	122,56	698,96	7,27734775	3	1	1	0	2	1	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1,128	0,428
542	0	0,06470521	0,4991144	0	0,04105888	0,0229105	0,13690841	0,00200726	13	14	140127361	S	below HCL	18,26	8,5	0,51	15,83	6,63	120,46	631,62	5,49844408	0	0	2	2	1	0	0	0	2	1	2	0	0	3	0	2	0	2	0	2	0	0	0	0	0	0	0,192	0,254
544	0	0,11352112	0,58095885	0	0,00254068	0,05685004	0,10350987	0	55	14	18449795,7	S	above HCL	15,93	8,69333333	1,35	15,49	6,65	78,5	1000,29	4,97993324	1	1	3	1	0	0	1	0	2	1	2	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	-0,016	0,542
546	0,00020189	0,20523564	0,35986343	0	0,02672021	0,00341195	0,16881828	0	8	14	61914751,4	S	below HCL	21,67	8,94166667	1,48	15,64	7,39	100,06	695,88	4,20491795	1	1	2	2	1	0	1	2	2	2	2	0	2	1	0	1	0	1	0	0	0	0	0	2	0	2	0,45	0,239
547	0	0,09706157	0,55818245	0	0,05008985	0,00135684	0,11284609	0	53	14	22110268,5	S	below HCL	12,43	8,65166667	1,21	15,45	7,04	115,75	785,03	8,51293195	2	2	2	2	2	0	2	1	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0,337	0,104
